Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/25/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,322.867608,333.737126,400.4174794,482.1306228,541.0214923,638.8084119,789.1351488,853.1530203,945.7016885,1044.543698,1112.081763,1091.849696,1101.640528,1114.290837,1119.155447,801.575158,768.0333397,829.3925142,868.9142228,763.9127084,931.4303818,1002.986025,1070.450482,1186.280514,1304.212064,1352.573453,1495.094297,1595.192042,1459.717475,1490.61916,1395.780596,1490.842231,1529.340155,1621.442014,1791.508741,1925.465651,2113.23563,2388.458358,2248.252,2395.986218,2699.08197,2848.162872,2980.023693,3189.457845,3416.264362,3534.347287,3762.809658,3811.795522,3973.275248,3953.162317,,
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,573.8808914,512.5989319,342.0795455,406.9814074,376.1380917,410.1239128,446.5019472,260.1420032,342.0383447,265.3011899,299.9224584,193.8142006,257.605984,372.9472922,432.7557408,470.3985225,634.801261,665.6609112,716.1657438,674.0760339,752.3927906,752.324805,750.1729687,761.5225257,801.1555293,862.1819417,2736.506272,3222.705344,3588.071052,3745.421231,3926.925835,4170.808996,4640.96464,4834.471738,4877.974223,5144.610969,4986.147563,5395.248458,5533.35088,5900.912589,4453.965085,,
High income,HIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2413.110189,2641.020498,3035.772087,3630.840726,3969.578054,4387.246132,4739.431548,5303.635303,6332.58994,7094.141875,7778.656326,7839.353824,7787.070277,7935.906236,8273.755913,8639.197401,10446.58523,12014.06856,13527.99754,13928.08686,15449.8759,16174.95052,17218.80949,17101.7623,18214.24002,20120.66725,20214.47134,19823.9397,19906.86607,20695.78483,20943.40308,20609.65753,21411.75013,23765.23077,26395.65692,27760.87004,29216.92473,31510.16973,32678.82565,30348.4553,31959.30851,34381.58924,34347.18684,34597.5633,35217.54642,33175.44846,33541.53938,34979.88039,36811.92909,37008.99854,35505.92977,,
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,5398.087105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,227.9689515,241.2737982,258.9880805,285.7357512,303.2887357,353.1683519,417.928823,769.1280056,844.123098,907.5655302,903.9799627,882.7094883,944.0542452,1012.490988,1068.738731,1117.510411,1184.165224,1085.747454,968.261958,825.0491174,755.1745747,780.8633033,785.4649508,716.9425329,798.1778055,761.8272128,826.4898355,902.265074,892.9556854,964.3510995,996.9101859,993.7186932,1010.000895,1051.164067,1133.189957,1231.335774,1390.882863,1537.941874,1593.913918,1624.934183,1815.115941,1831.021285,1792.713103,1856.926726,1970.300113,1987.958136,2108.95001,2120.794303,2190.906925,2085.007103,,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,287.5153577,276.6587774,269.0260407,267.437668,272.6414885,306.4729731,326.8094446,324.1087667,295.850567,307.9242978,309.0908993,289.1746393,283.0529072,223.5192257,250.4322927,267.4640178,270.545658,284.7427028,287.6386579,300.3794413,277.3037236,286.2934733,307.3913113,343.7942915,377.7118885,427.7950044,488.4194617,575.1374724,587.5438015,607.6796606,653.1074045,664.5044169,736.4108943,767.0708366,744.7920673,734.8353262,764.2401293,804.132207,810.520538,801.2004175,,
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058.742192,4430.520617,4472.260461,4788.453564,4314.005858,3987.99197,4306.938617,5115.691204,6461.477463,7844.648993,8764.052634,9615.404362,11493.6965,13256.61856,11579.86806,11146.21169,11746.09554,10695.65816,11304.38437,11238.21638,9971.904025,10206.83521,11310.56855,12673.84863,12778.65134,12132.9221,,
Haiti,HTI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,231.2304924,243.3541302,234.876889,258.1967576,284.2901839,308.550466,351.2829001,301.7332281,377.9921124,387.575165,430.8154686,472.9628237,302.5637633,247.6233528,282.7716782,357.1135321,363.6125909,410.6490667,448.8947279,494.8740764,803.8491767,729.589113,682.9084888,532.3811555,650.8360549,757.859071,779.5095277,975.4981831,1047.015359,1141.273502,1145.101922,1244.121435,1289.771314,1379.322774,1385.611983,1345.855931,1232.035194,1301.613345,1413.648386,1249.483649,1205.061661,,
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3007.773693,3250.99572,3431.031789,3392.193465,3410.854549,3550.987817,3547.856968,3455.932595,3991.0969,5133.091234,6545.757817,8023.411748,8728.086013,8952.749554,10651.9243,12130.7794,10090.14693,10187.1839,10930.4042,9971.464445,10848.9272,11220.61936,9968.021612,10546.33886,11606.10446,13114.89715,13573.51262,12755.79958,,
IBRD only,IBD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,174.9559744,187.0529953,204.8886132,256.9101182,304.1127409,321.478862,338.9102263,376.7806815,397.8920208,449.3565863,516.6455756,560.8628965,543.4961005,523.9626062,528.4576912,548.6020388,566.5943896,561.8158229,604.0497767,622.601496,713.5333385,735.8498839,800.1031862,861.4430429,954.5775812,1066.042866,1162.397586,1222.319365,1178.440752,1130.504585,1207.680867,1206.453063,1214.174054,1340.322352,1564.883077,1836.884015,2155.722144,2667.546609,3120.335793,3052.141583,3621.069591,4155.424457,4406.089984,4585.481794,4713.406209,4398.599662,4403.449439,4809.463418,4969.88546,5051.056397,4763.386008,,
IDA & IBRD total,IBT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,166.1649923,175.6199522,191.6758849,236.7961596,282.4775071,302.2155089,316.3701212,349.0144641,370.2697754,416.0500592,480.0775047,547.2263873,525.6238805,494.3420917,490.8615177,506.915864,519.7967294,516.59601,552.4325947,563.6633608,641.1425962,660.3105575,710.7263215,757.5856089,832.6033637,932.4566857,1018.072471,1072.539403,1047.827176,1026.567827,1101.446391,1113.07752,1163.801469,1335.386684,1586.446792,1883.062124,2253.686486,2845.855227,3443.452622,3492.399656,4091.835442,4681.646471,3580.546567,3718.377936,3823.448401,3578.63763,3564.228677,3859.038744,3977.312224,4035.737594,3807.412699,,
IDA total,IDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,133.4942423,174.4226549,210.8692148,207.9026338,213.8823832,239.7135929,258.7380953,312.0326713,498.0791802,456.0160318,367.8295469,327.5421462,326.8060235,318.1865264,324.3448467,334.0543022,315.1663326,337.3760239,346.3313646,344.4648038,335.4734417,340.9800228,402.0688385,453.3942773,495.1087048,556.2350324,647.5775553,721.9856243,784.7293381,992.1747931,1326.069718,1670.44146,2051.874755,2596.848745,3455.446488,4524.444597,4939.776705,5621.700737,6370.80373,1058.804115,1097.614179,1161.550641,1151.503888,1109.140108,1113.359505,1148.300135,1183.603939,1164.429493,,
IDA blend,IDB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,184.2074162,159.7220944,171.8391706,170.9747734,220.5416578,261.4548016,306.3355603,308.4636278,336.9770748,353.277383,452.5548083,967.1071271,867.2265224,632.3702651,518.268254,497.9544912,445.9102636,429.6167384,438.5371044,386.9282142,403.1423551,408.23186,394.7867762,338.9991262,337.9063086,391.0172772,419.7827019,421.7831666,413.8676754,423.0444732,439.1105622,440.0386012,478.6841155,522.0908356,614.5232,704.0055035,887.8286775,997.4777142,1143.431247,1086.109031,1209.116296,1337.377683,1470.425587,1584.475931,1698.312633,1654.843999,1532.739967,1453.574669,1453.577098,1469.536005,1394.789666,,
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,72.65329392,71.81089383,80.16057393,113.5309908,158.2220041,186.6138942,224.7473428,264.3426138,293.9229903,240.9418395,351.7017795,437.1360559,489.3451809,419.2750955,426.8300701,426.9152305,408.8334298,368.7636851,409.9988477,441.6059362,479.2697684,540.1078594,582.8064543,721.5116775,808.7686382,904.3314635,998.2378965,932.1241095,389.1063092,547.7158687,626.6714872,533.7051015,661.6972497,776.873484,815.0270195,876.5640809,1120.794409,1311.559265,1533.875832,1661.584889,2317.923572,2669.476833,2750.839546,2711.999036,2614.845011,2553.321402,2816.585828,3037.844677,3086.531414,3297.372392,3110.942731,,
IDA only,IDX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,241.4505559,238.0188419,225.9338175,220.1700915,221.6417846,231.5276482,247.0791988,265.4733715,275.1860636,274.1912151,299.4134057,310.1893591,314.523331,330.6820197,339.650403,404.3874139,466.9818845,529.0329414,625.5939057,762.1625971,868.8639712,964.1979291,1259.202554,1743.164759,2218.078953,2750.62903,3482.463649,4729.009193,6278.327322,6942.382916,7920.058697,8996.088638,851.6170399,852.3434624,891.3298932,898.7341658,897.7501186,945.0776116,998.3507181,1044.332842,1054.44995,,
Isle of Man,IMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,103.6392538,109.2504485,113.3356668,132.5936143,149.9177835,142.7284602,145.2853148,167.3394587,185.5489352,201.6718468,242.773794,243.7458083,243.9106905,260.5176496,246.6915537,261.9440092,276.9775571,301.7407373,313.1047653,304.7353511,322.009524,263.302702,275.6848623,262.7133086,303.7375091,327.6131585,351.5205421,364.3939403,365.1559233,388.8733563,385.6582543,393.6458356,410.6459432,477.2605421,544.9182988,617.4590917,695.8979608,885.6450269,845.8995702,949.80562,1165.618829,1250.350294,1239.280359,1238.464579,1355.521805,1391.459386,1489.519961,1714.153559,1721.43383,1812.822611,1662.94203,,
Not classified,INX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1443.764173,1650.137957,2015.347379,2324.894638,2394.06186,2852.727776,2759.660627,3186.030584,3975.517511,4862.627073,5625.700747,5303.130416,5304.212114,5009.502792,4736.495689,4938.983662,6734.332712,7958.488167,8806.657253,9049.542795,11509.62467,11544.30405,12708.85065,11914.81535,12932.7881,15297.39387,16772.23316,17876.47743,19102.80077,19982.7667,19882.73318,20890.31016,23470.76617,30594.61972,35045.11076,37210.19244,39589.50707,44385.23334,44396.75752,36027.73946,33808.33366,35073.8972,32437.70382,35761.73281,38481.209,34251.67128,36260.39307,38273.76355,42183.73337,43077.31528,41466.81803,,
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,282.7242699,337.4418023,415.3426061,646.6849904,839.1394248,1049.642904,1339.951655,1585.095857,1444.205169,1762.245885,1949.450347,2028.077463,2386.139556,2895.203934,2910.32702,3097.136074,3484.908287,2090.540842,1897.403512,1756.620382,1695.758984,,,753.4207488,863.3511601,1158.243132,1457.598896,1393.861167,1368.400547,1379.829894,1230.843255,1472.150903,1527.429757,1787.72329,2197.378901,2523.002554,2924.236284,3926.393858,4460.622252,4613.30759,5360.757005,6234.230568,6292.348806,4667.733308,4269.360086,3747.12233,4059.078741,4162.928488,2449.279411,2234.907354,1760.951096,,
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,2083.06423,1864.033708,2028.428498,1966.19377,2240.382609,2149.209132,2081.463938,2365.634369,2669.933065,2635.019968,7930.377983,,,,156.3426297,498.8564753,386.8028096,727.4599779,696.7642227,1265.123679,1582.458271,1088.731926,923.6663634,609.1122777,951.5667935,1121.631584,1575.091854,2286.523463,3552.564934,3072.033173,3548.573764,4380.899228,5013.097921,5183.428501,4782.421611,3493.743567,3425.338836,3664.927957,4186.811401,4305.522164,3045.587946,,
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32094.73693,32294.14871,39104.08126,43168.23481,42267.30529,49914.17936,58170.19205,58338.79314,57512.77928,48047.37832,,
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15401.68281,16375.48287,16526.36198,16251.27154,15662.16473,16907.70154,16536.6158,15021.62614,15311.62107,16273.77003,17100.40512,18509.8379,21182.01608,24812.53059,23091.17039,25946.23681,28762.03253,27377.97155,30890.8654,32564.73755,30806.17525,32064.6004,35237.72598,36392.82926,38003.65783,37545.23875,,
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1881.031064,2071.223016,2403.457884,2864.901221,3179.953291,3549.834379,3500.319041,3990.362766,4889.114131,6139.787665,7331.368344,6479.217666,6400.90538,6663.316903,6576.59839,6773.860591,9604.067086,12129.86303,13448.53473,13957.10118,17670.97517,18537.63928,19521.29325,15689.80874,16115.25543,17387.49457,19516.25202,18624.2265,18889.72936,18742.96796,17057.93793,17309.59747,18880.51808,23209.40204,26389.81791,27036.51941,28379.06357,31759.92637,33714.22006,30596.35769,29600.11497,31699.45214,28474.08631,28975.21664,29028.50549,24459.99821,25501.59664,26826.25628,28817.68367,28034.52204,25986.35233,,
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,667.6210193,846.8079665,845.4295866,1065.942517,1246.053054,1213.447111,1297.460944,1005.89495,885.2336329,937.1659379,1067.187429,1175.76845,1310.55032,767.7791509,644.1727915,899.1613743,1087.360406,1302.163108,1507.421745,1545.94331,1343.841844,1190.784838,1940.850605,1861.690231,2250.127681,2564.083523,2909.216208,3025.493339,3004.37635,3031.336809,3056.237911,3170.704911,3061.701089,3300.075268,3609.774898,3836.378492,4089.2231,4427.447497,3841.961803,4257.920434,4646.338328,4865.776731,4610.645257,4483.937953,4515.155265,4415.070003,4722.26046,4959.744633,5049.726252,4404.268601,,
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,403.0576964,447.7018512,521.0650747,638.1789432,706.1382216,843.9692321,1009.353187,1218.384436,1473.957816,1678.039242,1813.820732,1833.862852,1835.054253,1722.162201,1615.050797,1989.767955,1979.91633,1709.979499,1089.783436,1030.142026,961.8695439,1167.966285,1183.758592,1264.017195,1319.668754,1298.310971,1332.216741,1441.404925,1438.838672,1524.295203,1599.098632,1654.761706,1734.512064,1924.806425,2074.876958,2350.019594,2513.338467,3205.121666,3380.294249,3588.711645,3791.503173,4011.105577,4127.766682,3916.980765,3736.5567,3668.15382,3793.856536,3854.16045,3932.420241,3793.943158,,
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1682.722212,1859.234441,2417.366376,3259.871494,3569.613421,3866.737354,4319.225171,5275.39684,7418.345797,7598.769576,7865.847408,8522.111206,7904.296878,8575.831789,8984.23408,9555.450635,14035.51746,16984.5304,20488.43166,20219.88525,20624.40801,23260.60769,25046.42899,28255.37232,30719.26313,34303.92548,30334.89687,27487.68933,24800.64474,27926.78208,30029.81939,26400.55123,25045.9548,27175.93852,29634.16069,29304.50344,27914.66667,27824.68605,30433.29596,31115.59465,34466.11673,37400.44647,37913.35678,31910.79276,30074.24417,27545.81238,30786.65451,30559.6891,31071.13945,31688.44331,31210.21432,,
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.408411,1006.799781,1040.649771,1051.557228,1144.699988,,856.2614573,751.9682618,1009.106376,1090.345201,1384.87904,1820.384613,2188.267071,2979.193083,4358.916497,5184.103989,4825.939016,5756.335667,7169.727124,7967.859186,9495.108123,8915.962809,8090.642982,5747.171352,6650.327936,6570.538673,6662.278944,6705.432527,,
Kenya,KEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,124.5224907,142.4109093,156.1117029,180.3772356,189.5832559,193.317965,241.7516311,277.8777618,315.6301542,357.286832,325.1257256,285.2799307,265.5658418,268.1704266,258.5257591,292.8389248,311.2250211,313.3341674,300.9857577,293.1056556,266.7427169,258.460543,167.8892635,207.4207937,252.7724468,339.6610309,366.4254605,386.0560783,344.8492246,331.2147555,329.6668854,321.203994,345.8341739,368.9169772,425.8284052,581.3849747,695.1342946,763.9659211,747.8104948,791.3373896,817.3926979,955.1954422,1017.545854,1081.337595,1114.130025,1308.053966,1362.800009,1521.043933,1614.068737,1594.329931,,
Kyrgyz Republic,KGZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.5730975,275.4130036,203.2664909,218.4636884,252.5567157,261.403729,318.4869461,358.885824,403.073216,477.4202757,644.4676322,803.8835679,725.1254654,674.1018183,823.4602027,990.3202971,978.6348538,980.3241431,848.8964577,886.0484298,959.343498,1070.438529,994.8832188,872.8168873,,
Cambodia,KHM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.4949077,286.9435462,278.9558279,244.3353885,267.3454204,270.7184293,288.5815778,301.4566434,323.4519229,362.4824463,420.2962728,476.7603855,560.3879343,658.1017319,641.8783517,679.4518299,764.8083018,821.8124045,885.8970358,940.0052503,991.2858921,1079.841901,1174.86249,1274.772659,1403.614559,1345.695886,,
Kiribati,KIR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,577.5676896,570.8004223,649.1599637,658.716562,531.8885733,422.4424414,413.1608242,487.2078688,587.7829632,569.6174676,594.4936611,933.5011891,945.9803051,872.2693906,993.9911091,1063.610398,1053.242473,1259.345183,1267.344458,1210.789367,1159.132257,1141.511418,1183.959196,1358.471667,1461.922054,1513.500826,1451.084104,1746.470955,1869.229312,1622.567038,1987.269843,2156.177885,2429.200949,2536.976186,2799.3064,2891.355161,2556.292479,2852.312099,2868.257188,2895.554193,2642.397537,,
St. Kitts and Nevis,KNA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,267.6017533,286.2112624,355.960214,494.5295549,534.9479957,725.6645917,919.0723477,1238.609633,1553.956738,1476.934198,1608.796306,1693.762037,1862.894605,2030.672454,2065.506731,2353.29228,2980.811907,3993.110709,4925.477956,5602.435009,6502.057803,6923.076382,7543.977465,8824.426543,10706.02152,11335.53199,10385.93703,6652.738714,8684.774891,10061.74154,9482.779519,10924.9705,12127.63362,13677.5175,15947.22404,17960.78714,19994.31485,17545.47341,15507.79469,19045.79311,20582.64936,20855.04284,22235.41825,23851.74999,23432.77909,24050.71771,25898.49091,27227.3589,25925.90475,25281.88674,,
Kuwait,KWT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2147.750201,2649.947736,2399.895975,2917.883478,8200.131496,9718.964957,10088.78319,10606.83955,11164.21116,,18863.81921,19066.46032,15660.63424,13575.17249,13200.2154,12669.28099,12000.57515,12220.44422,11943.10989,13206.07077,14148.82512,11369.36283,14225.37604,14731.6264,14725.82146,16835.9238,18818.26674,18399.78216,15495.58299,16804.61508,19685.64677,16996.24603,17035.39374,20387.93292,25618.849,33184.33227,41081.67537,43009.61148,49294.389,34268.65785,35616.52383,42218.91314,44151.78542,42101.72596,39335.15295,27070.62127,25260.69968,28294.99303,29983.76097,28772.94242,,,
Latin America & Caribbean (excluding high income),LAC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,500.9604517,551.043502,606.3870409,779.4592595,995.0554622,1039.154155,1112.796473,1180.628357,1303.256804,1474.351838,1694.430008,1921.528072,1709.828676,1432.949491,1439.504522,1463.68332,1467.670476,1551.769726,1717.252645,1784.514394,2048.917631,2200.52076,2368.659118,2744.107766,3208.437083,3304.639979,3555.520368,3821.508378,3765.157702,3246.935972,3534.068079,3394.822037,2990.449705,2985.186773,3323.379698,3951.902895,4609.314212,5418.609236,6154.9294,5756.434167,7064.755661,8102.279229,7982.664724,8177.633762,8143.597081,6940.377495,6666.298012,7332.772755,6924.499107,6773.189368,5538.804445,,
Lao PDR,LAO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,419.5118376,557.6686925,400.7079364,231.9281319,118.1612494,138.6959649,161.9520886,183.6963316,193.5089638,223.3867205,252.2160871,270.4591957,283.9146547,253.9561617,176.4676488,212.3949673,242.7999532,251.4133505,250.2482779,269.219145,319.4642966,371.6958888,426.494684,525.1662362,638.2480712,703.4927307,777.8983297,941.3673252,1154.007833,1362.926698,1523.962181,1644.202772,1789.082871,1848.646709,1948.366734,1967.67873,1961.243634,,
Lebanon,LBN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.8719496,829.0378007,1158.412067,1382.45286,1792.045607,2178.559951,2646.252792,2983.036718,3185.205461,3505.427425,3572.836601,3522.223493,3443.834939,3563.25094,3125.463501,3801.218673,3912.486973,3898.485367,4474.9009,5112.927522,6028.134472,6344.927657,6409.657694,6867.738528,6676.541944,6186.534122,6333.910773,6678.838704,7191.979958,7550.263117,7109.437251,4322.877596,,
Liberia,LBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.1824091,155.71844,130.7219222,56.11161982,143.8309647,149.8012702,181.6499015,200.5339314,246.3566746,239.2949272,271.0199034,329.9443712,327.4572013,373.2531998,346.0379846,378.1769434,369.948472,352.2067002,392.526819,351.6988729,316.6182364,,
Libya,LBY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2786.660257,3497.349458,4140.393873,5603.432095,6296.866446,7864.047633,9669.914787,7525.114238,8323.897272,4917.933835,10082.47965,8876.913448,5943.161105,4179.577652,3862.133864,5275.107116,6897.160826,6749.54995,3639.59766,,
St. Lucia,LCA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1246.694003,1384.194152,1271.363356,1349.630635,1708.650189,1892.030817,2242.509194,2443.731846,2741.066487,3079.669005,3463.74011,3616.818086,3968.088795,3938.511579,4057.441728,4280.376466,4439.002862,4448.956374,4771.67402,4965.906277,4951.32286,4553.937543,4595.173681,4984.614789,5296.735023,5571.315604,6516.946276,6839.612875,7254.800158,7075.872587,7094.025911,7702.484848,7501.815442,7286.316752,7766.696289,7452.246831,7949.415755,8424.96072,8984.296413,9174.935326,6973.646985,,
Latin America & Caribbean,LCN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,531.6059875,586.1399533,640.5087199,821.4987494,1023.20798,1049.971587,1132.738939,1220.847457,1345.549249,1518.327221,1767.608315,2014.399298,1803.917592,1519.407634,1504.464685,1526.705899,1528.685482,1587.425908,1765.973153,1793.141644,2052.669202,2218.478713,2402.683447,2749.92561,3182.407953,3331.875774,3554.164178,3841.580699,3800.460921,3319.856021,3610.458499,3477.578108,3042.484821,3022.464019,3402.361955,4062.074141,4748.380423,5607.699614,6457.464119,6078.06589,7418.015711,8298.680868,8298.5649,8480.21822,8571.740149,7225.273317,6963.90407,7647.074768,7280.362443,7124.51193,5870.006531,,
Least developed countries: UN classification,LDC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,182.2922171,189.145378,202.9066946,215.8267208,226.828012,246.2706618,255.7844663,258.2129262,275.3253282,284.8328225,346.1104202,406.0221991,468.2991193,562.0274888,697.2209417,810.5508057,909.1096835,1241.508346,1773.167986,2277.20837,2847.253929,3629.721275,4977.366698,6642.211618,7385.054584,8424.230517,9819.219064,797.4655942,798.7105127,852.2455676,847.2187218,830.4777664,878.0593871,895.8580575,942.1968768,936.9147972,,
Low income,LIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0295429,289.174537,329.6769233,339.4015547,333.7146637,343.6785335,424.6749947,411.4238305,421.437186,432.404533,496.8720953,566.2646025,635.7007519,736.4017123,867.6181491,911.2796887,968.8471286,572.9748565,549.115794,551.3879407,581.6551414,568.8520269,526.759921,541.3669059,560.0386325,578.2092791,574.4245604,,
Liechtenstein,LIE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
